Date,DTWEXBGS
2026-01-01,119.605900
2026-01-02,119.605900
2026-01-05,119.619200
2026-01-06,119.780700
2026-01-07,119.871900
2026-01-08,120.090400
2026-01-09,120.221500
2026-01-12,119.995800
2026-01-13,120.140100
2026-01-14,119.953700
2026-01-15,119.995100
2026-01-16,120.083800
2026-01-19,119.445500
2026-01-20,119.445500
2026-01-21,119.343100
2026-01-22,119.196200
2026-01-23,118.897600
2026-01-26,118.052500
2026-01-27,117.452300
2026-01-28,117.511700
2026-01-29,117.439600
2026-01-30,117.899600
2026-02-02,118.360900
2026-02-03,117.976400
2026-02-04,118.260200
2026-02-05,118.503400
2026-02-06,118.240700
2026-02-09,117.639200
2026-02-10,117.521600
2026-02-11,117.460100
2026-02-12,117.537600
2026-02-13,117.525800
2026-02-16,117.737500
2026-02-17,117.737500
2026-02-18,117.842600
2026-02-19,118.235400
2026-02-20,117.991700
2026-02-23,117.939500
2026-02-24,117.946300
2026-02-25,117.769000
2026-02-26,117.904200
2026-02-27,117.822300
