Date,DTWEXBGS
2022-01-03,115.410100
2022-01-04,115.310300
2022-01-05,115.137000
2022-01-06,115.404600
2022-01-07,115.045100
2022-01-10,115.221600
2022-01-11,114.833200
2022-01-12,114.355000
2022-01-13,114.177000
2022-01-14,114.382500
2022-01-17,
2022-01-18,114.737300
2022-01-19,114.610900
2022-01-20,114.464200
2022-01-21,114.612500
2022-01-24,115.203400
2022-01-25,115.165400
2022-01-26,115.092200
2022-01-27,115.978000
2022-01-28,116.039300
2022-01-31,115.566000
2022-02-01,115.368500
2022-02-02,115.153800
2022-02-03,114.906500
2022-02-04,115.136200
2022-02-07,115.009800
2022-02-08,115.089200
2022-02-09,114.823200
2022-02-10,114.552700
2022-02-11,114.841300
2022-02-14,115.194600
2022-02-15,114.930000
2022-02-16,114.688600
2022-02-17,114.675500
2022-02-18,114.798200
2022-02-21,
2022-02-22,114.700200
2022-02-23,114.666800
2022-02-24,115.941900
2022-02-25,115.257700
2022-02-28,115.222400
2022-03-01,115.796200
2022-03-02,115.762300
2022-03-03,115.949500
2022-03-04,116.650300
2022-03-07,117.327800
2022-03-08,117.617600
2022-03-09,116.596100
2022-03-10,116.740100
2022-03-11,117.019200
2022-03-14,117.150600
2022-03-15,117.246000
2022-03-16,116.807300
2022-03-17,116.046700
2022-03-18,116.137800
2022-03-21,115.939800
2022-03-22,116.082400
2022-03-23,116.005000
2022-03-24,115.959900
2022-03-25,115.792100
2022-03-28,116.191100
2022-03-29,115.567900
2022-03-30,115.081800
2022-03-31,115.221800
2022-04-01,115.481400
2022-04-04,115.411200
2022-04-05,115.730000
2022-04-06,115.999500
2022-04-07,116.351200
2022-04-08,116.417600
2022-04-11,116.540100
2022-04-12,116.386600
2022-04-13,116.279600
2022-04-14,116.755800
2022-04-15,116.701700
2022-04-18,116.844100
2022-04-19,117.132400
2022-04-20,116.730600
2022-04-21,117.143200
2022-04-22,118.018600
2022-04-25,118.627100
2022-04-26,118.962400
2022-04-27,119.470800
2022-04-28,120.067500
2022-04-29,119.493300
2022-05-02,119.882500
2022-05-03,119.704300
2022-05-04,119.559200
2022-05-05,120.006800
2022-05-06,119.857700
2022-05-09,120.497200
2022-05-10,120.774200
2022-05-11,120.392500
2022-05-12,121.279600
2022-05-13,120.844200
2022-05-16,120.688100
2022-05-17,119.887100
2022-05-18,120.027400
2022-05-19,119.427800
2022-05-20,119.367700
2022-05-23,118.716900
2022-05-24,118.624500
2022-05-25,118.959800
2022-05-26,118.768700
2022-05-27,118.283400
2022-05-30,
2022-05-31,118.070400
2022-06-01,118.695400
2022-06-02,118.065800
2022-06-03,118.215300
2022-06-06,118.308100
2022-06-07,118.441400
2022-06-08,118.395100
2022-06-09,118.922600
2022-06-10,119.998100
2022-06-13,121.152300
2022-06-14,121.666900
2022-06-15,121.640300
2022-06-16,120.671400
2022-06-17,121.236900
2022-06-20,
2022-06-21,120.642700
2022-06-22,120.519700
2022-06-23,120.762200
2022-06-24,120.485300
2022-06-27,120.173600
2022-06-28,120.620000
2022-06-29,120.961600
2022-06-30,120.965200
2022-07-01,121.505800
2022-07-04,
2022-07-05,122.620300
2022-07-06,123.007300
2022-07-07,122.725700
2022-07-08,122.466200
2022-07-11,123.297400
2022-07-12,123.452400
2022-07-13,123.283400
2022-07-14,124.062200
2022-07-15,123.476500
2022-07-18,122.772700
2022-07-19,122.481900
2022-07-20,122.599700
