Date,DGS1
2022-01-03,0.400000
2022-01-04,0.380000
2022-01-05,0.410000
2022-01-06,0.450000
2022-01-07,0.430000
2022-01-10,0.460000
2022-01-11,0.460000
2022-01-12,0.480000
2022-01-13,0.470000
2022-01-14,0.510000
2022-01-17,0.580000
2022-01-18,0.580000
2022-01-19,0.570000
2022-01-20,0.600000
2022-01-21,0.580000
2022-01-24,0.580000
2022-01-25,0.650000
2022-01-26,0.700000
2022-01-27,0.750000
2022-01-28,0.750000
2022-01-31,0.780000
2022-02-01,0.780000
2022-02-02,0.760000
2022-02-03,0.780000
2022-02-04,0.890000
2022-02-07,0.880000
2022-02-08,0.910000
2022-02-09,0.910000
2022-02-10,1.140000
2022-02-11,1.070000
2022-02-14,1.130000
2022-02-15,1.110000
2022-02-16,1.090000
2022-02-17,1.050000
2022-02-18,1.030000
2022-02-21,1.170000
2022-02-22,1.170000
2022-02-23,1.160000
2022-02-24,1.080000
2022-02-25,1.130000
2022-02-28,1.010000
2022-03-01,0.910000
2022-03-02,1.060000
2022-03-03,1.080000
2022-03-04,1.050000
2022-03-07,1.070000
2022-03-08,1.120000
2022-03-09,1.150000
2022-03-10,1.190000
2022-03-11,1.220000
2022-03-14,1.280000
2022-03-15,1.280000
2022-03-16,1.350000
2022-03-17,1.300000
2022-03-18,1.290000
2022-03-21,1.400000
2022-03-22,1.590000
2022-03-23,1.520000
2022-03-24,1.550000
2022-03-25,1.670000
2022-03-28,1.690000
2022-03-29,1.670000
2022-03-30,1.640000
2022-03-31,1.630000
2022-04-01,1.720000
2022-04-04,1.720000
2022-04-05,1.770000
2022-04-06,1.790000
2022-04-07,1.780000
2022-04-08,1.810000
2022-04-11,1.850000
2022-04-12,1.770000
2022-04-13,1.780000
2022-04-14,1.840000
2022-04-15,1.840000
2022-04-18,1.840000
2022-04-19,1.940000
2022-04-20,1.930000
2022-04-21,2.010000
2022-04-22,2.060000
2022-04-25,2.030000
2022-04-26,1.990000
2022-04-27,1.970000
2022-04-28,2.040000
2022-04-29,2.100000
2022-05-02,2.100000
2022-05-03,2.160000
2022-05-04,2.070000
2022-05-05,2.080000
2022-05-06,2.080000
2022-05-09,1.990000
2022-05-10,2.010000
2022-05-11,1.990000
2022-05-12,1.960000
2022-05-13,2.040000
2022-05-16,2.070000
2022-05-17,2.160000
2022-05-18,2.160000
2022-05-19,2.110000
2022-05-20,2.070000
2022-05-23,2.090000
2022-05-24,2.020000
2022-05-25,2.010000
2022-05-26,1.990000
2022-05-27,2.010000
2022-05-30,2.080000
2022-05-31,2.080000
2022-06-01,2.160000
2022-06-02,2.150000
2022-06-03,2.180000
2022-06-06,2.230000
2022-06-07,2.260000
2022-06-08,2.290000
2022-06-09,2.350000
2022-06-10,2.580000
2022-06-13,2.890000
2022-06-14,3.150000
2022-06-15,2.930000
2022-06-16,2.880000
2022-06-17,2.860000
2022-06-20,2.920000
2022-06-21,2.920000
2022-06-22,2.790000
2022-06-23,2.780000
2022-06-24,2.830000
2022-06-27,2.890000
2022-06-28,2.880000
2022-06-29,2.880000
2022-06-30,2.800000
2022-07-01,2.790000
2022-07-04,2.770000
2022-07-05,2.770000
2022-07-06,2.820000
2022-07-07,2.870000
2022-07-08,2.960000
2022-07-11,2.970000
2022-07-12,3.070000
2022-07-13,3.210000
2022-07-14,3.160000
2022-07-15,3.120000
2022-07-18,3.130000
2022-07-19,3.180000
2022-07-20,3.180000
2022-07-21,3.110000
2022-07-22,3.010000
2022-07-25,3.070000
