Date,UNRATE
2022-01-01,4.000000
2022-02-01,3.900000
2022-03-01,3.700000
2022-04-01,3.700000
2022-05-01,3.600000
2022-06-01,3.600000
2022-07-01,3.500000
2022-08-01,3.600000
2022-09-01,3.500000
2022-10-01,3.600000
2022-11-01,3.600000
2022-12-01,3.500000
