Date,CPIAUCSL
2022-01-01,282.543000
2022-02-01,284.500000
2022-03-01,287.674000
2022-04-01,288.561000
2022-05-01,291.298000
2022-06-01,294.957000
2022-07-01,294.913000
2022-08-01,295.097000
2022-09-01,296.349000
2022-10-01,298.007000
2022-11-01,298.786000
2022-12-01,298.832000
