Date,DTWEXBGS
2023-01-02,
2023-01-03,122.090500
2023-01-04,121.500800
2023-01-05,122.101700
2023-01-06,121.085200
2023-01-09,120.150800
2023-01-10,120.248300
2023-01-11,120.161400
2023-01-12,119.421800
2023-01-13,119.167300
2023-01-16,
2023-01-17,119.212100
2023-01-18,119.075500
2023-01-19,119.610700
2023-01-20,119.348600
2023-01-23,119.143400
2023-01-24,119.095800
2023-01-25,118.968600
2023-01-26,119.021000
2023-01-27,118.922300
2023-01-30,118.895300
2023-01-31,118.980200
2023-02-01,118.625900
2023-02-02,118.342100
2023-02-03,119.509500
2023-02-06,120.541000
2023-02-07,120.347500
2023-02-08,120.143600
2023-02-09,119.978100
2023-02-10,120.141900
2023-02-13,119.982800
2023-02-14,119.922900
2023-02-15,120.455700
2023-02-16,120.465100
2023-02-17,120.552600
2023-02-20,
2023-02-21,120.625600
2023-02-22,120.838900
2023-02-23,121.089600
2023-02-24,121.568100
2023-02-27,121.394100
2023-02-28,121.334100
2023-03-01,120.634700
2023-03-02,121.130200
2023-03-03,120.774200
2023-03-06,120.485000
2023-03-07,121.462300
2023-03-08,121.451100
2023-03-09,121.445800
2023-03-10,121.242100
2023-03-13,120.889700
2023-03-14,121.014100
2023-03-15,122.107900
2023-03-16,121.722100
2023-03-17,121.564300
2023-03-20,121.014100
2023-03-21,120.895800
2023-03-22,120.621700
2023-03-23,119.758700
2023-03-24,120.459800
2023-03-27,120.254100
2023-03-28,119.713800
2023-03-29,119.725800
2023-03-30,119.407800
2023-03-31,119.360200
2023-04-03,119.320400
2023-04-04,119.142000
2023-04-05,119.295300
2023-04-06,119.307200
2023-04-07,119.354700
2023-04-10,119.794800
2023-04-11,119.524800
2023-04-12,119.003000
2023-04-13,118.391500
2023-04-14,118.856700
2023-04-17,119.278700
2023-04-18,119.104900
2023-04-19,119.303000
2023-04-20,119.119900
2023-04-21,119.311700
2023-04-24,119.203900
2023-04-25,119.613000
2023-04-26,119.322800
2023-04-27,119.429800
2023-04-28,119.224800
2023-05-01,119.443500
2023-05-02,119.610500
2023-05-03,119.123300
2023-05-04,119.046500
2023-05-05,118.554800
2023-05-08,118.575900
2023-05-09,118.823900
2023-05-10,118.586400
2023-05-11,119.030300
2023-05-12,119.367100
2023-05-15,119.160800
2023-05-16,119.174300
2023-05-17,119.607000
2023-05-18,120.088600
2023-05-19,119.775100
2023-05-22,120.087500
2023-05-23,120.320400
2023-05-24,120.475200
2023-05-25,120.841300
2023-05-26,120.630400
2023-05-29,
2023-05-30,120.554600
2023-05-31,120.966200
2023-06-01,120.049100
2023-06-02,120.004900
2023-06-05,120.004800
2023-06-06,119.971800
2023-06-07,119.859000
2023-06-08,119.571200
2023-06-09,119.432200
2023-06-12,119.637600
2023-06-13,119.189900
2023-06-14,118.776000
2023-06-15,118.552100
2023-06-16,118.418400
2023-06-19,
2023-06-20,118.938000
2023-06-21,118.727000
2023-06-22,118.755200
2023-06-23,119.152000
2023-06-26,119.076100
2023-06-27,118.894900
2023-06-28,119.338200
2023-06-29,119.527000
2023-06-30,119.360600
2023-07-03,119.211900
2023-07-04,
2023-07-05,119.348300
2023-07-06,119.819300
2023-07-07,119.076100
2023-07-10,118.954800
2023-07-11,118.734400
2023-07-12,117.638500
2023-07-13,117.183100
2023-07-14,117.046300
2023-07-17,117.126700
2023-07-18,117.026400
2023-07-19,117.346200
2023-07-20,117.594700
2023-07-21,117.941800
2023-07-24,117.812400
2023-07-25,117.856500
2023-07-26,117.760000
2023-07-27,117.893800
2023-07-28,117.788000
2023-07-31,117.824100
2023-08-01,118.573800
2023-08-02,119.126800
2023-08-03,119.396300
2023-08-04,118.821000
2023-08-07,119.080900
2023-08-08,119.640700
2023-08-09,119.476000
2023-08-10,119.158100
2023-08-11,119.626800
2023-08-14,120.072500
2023-08-15,120.212700
2023-08-16,120.355100
2023-08-17,120.524200
2023-08-18,120.432100
2023-08-21,120.462700
2023-08-22,120.355400
2023-08-23,120.030700
2023-08-24,120.235400
2023-08-25,120.513700
2023-08-28,120.315500
2023-08-29,120.266900
2023-08-30,119.793700
2023-08-31,120.225000
2023-09-01,120.759000
2023-09-04,
2023-09-05,121.434500
2023-09-06,121.867100
2023-09-07,121.952800
2023-09-08,121.947500
2023-09-11,121.338600
2023-09-12,121.291300
2023-09-13,121.054900
2023-09-14,121.239500
2023-09-15,121.199000
2023-09-18,121.193800
2023-09-19,121.164500
2023-09-20,120.964800
2023-09-21,121.552800
2023-09-22,121.530600
2023-09-25,122.114300
2023-09-26,122.474200
2023-09-27,122.989500
2023-09-28,122.534200
2023-09-29,122.307700
2023-10-02,123.054500
2023-10-03,123.784800
2023-10-04,123.594600
2023-10-05,123.899300
2023-10-06,123.356300
2023-10-09,
2023-10-10,122.928200
2023-10-11,122.769700
2023-10-12,123.210100
2023-10-13,123.595400
2023-10-16,123.318500
2023-10-17,123.120200
2023-10-18,123.814800
2023-10-19,123.798000
2023-10-20,123.612000
2023-10-23,123.284600
2023-10-24,123.641600
2023-10-25,123.787100
2023-10-26,124.006400
2023-10-27,123.620000
2023-10-30,123.407600
2023-10-31,123.836400
2023-11-01,123.792200
2023-11-02,122.881800
2023-11-03,121.756400
2023-11-06,121.648400
2023-11-07,122.077700
2023-11-08,122.092600
2023-11-09,122.128100
2023-11-10,
2023-11-13,122.426400
2023-11-14,121.350000
2023-11-15,121.074900
2023-11-16,121.175400
2023-11-17,120.847700
2023-11-20,120.253300
2023-11-21,120.224100
2023-11-22,120.680200
2023-11-23,
2023-11-24,120.210500
2023-11-27,120.173000
2023-11-28,119.590400
2023-11-29,119.815900
2023-11-30,120.243400
2023-12-01,119.942400
2023-12-04,120.472700
2023-12-05,120.791300
2023-12-06,120.533400
2023-12-07,120.601300
2023-12-08,120.760700
2023-12-11,120.927900
2023-12-12,120.681700
2023-12-13,121.157100
2023-12-14,119.568300
2023-12-15,119.738200
2023-12-18,119.910200
2023-12-19,119.463200
2023-12-20,119.543500
2023-12-21,119.316800
2023-12-22,119.062500
2023-12-25,
2023-12-26,118.887500
2023-12-27,118.472900
2023-12-28,118.410400
2023-12-29,118.420800
