Date,CPIAUCSL
2023-01-01,300.420000
2023-02-01,301.450000
2023-03-01,301.821000
2023-04-01,302.845000
2023-05-01,303.334000
2023-06-01,304.014000
2023-07-01,304.609000
2023-08-01,306.082000
2023-09-01,307.276000
2023-10-01,307.696000
2023-11-01,308.148000
2023-12-01,308.741000
