Date,CPIAUCSL
2024-01-01,309.698000
2024-02-01,310.967000
2024-03-01,312.345000
2024-04-01,313.023000
2024-05-01,313.175000
2024-06-01,313.044000
2024-07-01,313.569000
2024-08-01,314.062000
2024-09-01,314.732000
2024-10-01,315.631000
2024-11-01,316.528000
2024-12-01,317.604000
