Date,BAMLH0A0HYM2
2024-01-01,
2024-01-02,3.540000
2024-01-03,3.710000
2024-01-04,3.690000
2024-01-05,3.680000
2024-01-08,3.630000
2024-01-09,3.590000
2024-01-10,3.500000
2024-01-11,3.550000
2024-01-12,3.560000
2024-01-15,3.540000
2024-01-16,3.580000
2024-01-17,3.620000
2024-01-18,3.580000
2024-01-19,3.540000
2024-01-22,3.490000
2024-01-23,3.510000
2024-01-24,3.440000
2024-01-25,3.450000
2024-01-26,3.390000
2024-01-29,3.410000
2024-01-30,3.420000
2024-01-31,3.590000
2024-02-01,3.560000
2024-02-02,3.470000
2024-02-05,3.500000
2024-02-06,3.520000
2024-02-07,3.430000
2024-02-08,3.380000
2024-02-09,3.330000
2024-02-12,3.350000
2024-02-13,3.360000
2024-02-14,3.380000
2024-02-15,3.350000
2024-02-16,3.340000
2024-02-19,3.340000
2024-02-20,3.370000
2024-02-21,3.340000
2024-02-22,3.220000
2024-02-23,3.230000
2024-02-26,3.230000
2024-02-27,3.260000
2024-02-28,3.310000
2024-02-29,3.290000
2024-03-01,3.320000
2024-03-04,3.260000
2024-03-05,3.310000
2024-03-06,3.270000
2024-03-07,3.270000
2024-03-08,3.260000
2024-03-11,3.260000
2024-03-12,3.200000
2024-03-13,3.150000
2024-03-14,3.150000
2024-03-15,3.160000
2024-03-18,3.130000
2024-03-19,3.100000
2024-03-20,3.140000
2024-03-21,3.050000
2024-03-22,3.080000
2024-03-25,3.110000
2024-03-26,3.150000
2024-03-27,3.150000
2024-03-28,3.120000
2024-03-29,
2024-03-31,3.150000
2024-04-01,3.120000
2024-04-02,3.230000
2024-04-03,3.230000
2024-04-04,3.240000
2024-04-05,3.180000
2024-04-08,3.150000
2024-04-09,3.140000
2024-04-10,3.100000
2024-04-11,3.160000
2024-04-12,3.250000
2024-04-15,3.280000
2024-04-16,3.360000
2024-04-17,3.420000
2024-04-18,3.390000
2024-04-19,3.370000
2024-04-22,3.290000
2024-04-23,3.200000
2024-04-24,3.190000
2024-04-25,3.240000
2024-04-26,3.160000
2024-04-29,3.120000
2024-04-30,3.180000
2024-05-01,3.210000
2024-05-02,3.160000
2024-05-03,3.080000
2024-05-06,3.030000
2024-05-07,3.060000
2024-05-08,3.100000
2024-05-09,3.140000
2024-05-10,3.120000
2024-05-13,3.140000
2024-05-14,3.140000
2024-05-15,3.130000
