Date,FEDFUNDS
2024-01-01,5.330000
2024-02-01,5.330000
2024-03-01,5.330000
2024-04-01,5.330000
2024-05-01,5.330000
2024-06-01,5.330000
2024-07-01,5.330000
2024-08-01,5.330000
2024-09-01,5.130000
2024-10-01,4.830000
2024-11-01,4.640000
2024-12-01,4.480000
