Date,Adj Close,Close,High,Low,Open,Volume
2022-01-03,168.330002,168.330002,169.009995,168.000000,168.860001,9014400
2022-01-04,169.570007,169.570007,169.720001,168.729996,168.899994,6965600
2022-01-05,169.059998,169.059998,170.929993,168.899994,170.619995,8715600
2022-01-06,166.990005,166.990005,167.750000,166.860001,167.160004,10902700
2022-01-07,167.750000,167.750000,168.009995,166.860001,167.369995,8191900
2022-01-10,168.259995,168.259995,168.300003,167.309998,167.360001,7026500
2022-01-11,170.289993,170.289993,170.309998,168.369995,168.440002,8369000
2022-01-12,170.740005,170.740005,170.750000,170.009995,170.190002,6280700
2022-01-13,170.160004,170.160004,170.220001,169.270004,170.089996,7034200
2022-01-14,169.669998,169.669998,170.559998,169.479996,170.220001,7865900
2022-01-18,169.389999,169.389999,170.009995,169.089996,169.639999,9322800
2022-01-19,172.080002,172.080002,172.190002,170.199997,170.389999,15784500
2022-01-20,171.649994,171.649994,172.600006,171.589996,172.309998,9570500
2022-01-21,171.089996,171.089996,172.119995,170.740005,172.039993,10982500
2022-01-24,172.029999,172.029999,172.139999,170.850006,171.779999,15727700
2022-01-25,172.580002,172.580002,173.149994,171.779999,171.949997,17382100
2022-01-26,169.789993,169.789993,171.729996,169.479996,171.389999,17799400
2022-01-27,167.600006,167.600006,169.089996,167.330002,168.020004,15867300
2022-01-28,167.100006,167.100006,167.460007,166.369995,166.559998,9782500
2022-01-31,168.089996,168.089996,168.139999,167.460007,167.789993,8539300
2022-02-01,168.229996,168.229996,168.850006,167.869995,168.570007,9763900
2022-02-02,168.839996,168.839996,169.119995,168.160004,168.339996,9085300
2022-02-03,168.600006,168.600006,168.820007,167.029999,168.309998,10650800
2022-02-04,168.860001,168.860001,169.100006,167.990005,168.039993,9619600
2022-02-07,170.110001,170.110001,170.300003,169.190002,169.449997,7796900
2022-02-08,170.630005,170.630005,170.779999,169.949997,170.100006,5802000
2022-02-09,171.210007,171.210007,171.419998,170.550003,170.679993,8002800
2022-02-10,170.559998,170.559998,171.990005,170.460007,170.520004,10693500
2022-02-11,173.809998,173.809998,174.199997,170.710007,170.750000,25741500
2022-02-14,174.740005,174.740005,175.000000,173.679993,173.779999,13650700
2022-02-15,173.080002,173.080002,173.339996,172.389999,173.100006,12603600
2022-02-16,174.860001,174.860001,174.860001,173.479996,173.490005,12772100
2022-02-17,177.250000,177.250000,177.529999,176.389999,176.699997,18612500
2022-02-18,177.119995,177.119995,177.250000,176.509995,177.070007,12760700
2022-02-22,177.490005,177.490005,178.070007,176.820007,177.669998,14960500
2022-02-23,178.289993,178.289993,178.389999,177.360001,177.389999,11772200
2022-02-24,177.139999,177.139999,182.600006,175.270004,182.589996,32726000
2022-02-25,176.550003,176.550003,176.789993,175.789993,176.419998,11530900
2022-02-28,178.380005,178.380005,178.990005,176.500000,178.860001,16055800
2022-03-01,181.619995,181.619995,181.759995,179.029999,179.050003,21942100
2022-03-02,179.729996,179.729996,180.710007,178.789993,180.130005,19727200
2022-03-03,180.800003,180.800003,181.300003,179.500000,179.960007,15164400
2022-03-04,183.679993,183.679993,183.979996,181.360001,182.110001,22390100
2022-03-07,186.410004,186.410004,186.639999,184.220001,184.449997,27951800
2022-03-08,191.509995,191.509995,193.300003,188.259995,188.350006,47347700
2022-03-09,185.820007,185.820007,187.229996,184.759995,186.039993,26839700
2022-03-10,186.399994,186.399994,187.380005,184.990005,186.880005,18455200
2022-03-11,185.089996,185.089996,185.779999,183.440002,183.740005,14824700
2022-03-14,182.300003,182.300003,183.289993,181.949997,183.029999,13186400
2022-03-15,178.889999,178.889999,180.270004,178.009995,179.100006,16962300
2022-03-16,180.009995,180.009995,180.119995,176.869995,179.130005,17548100
2022-03-17,180.889999,180.889999,182.029999,180.649994,181.160004,10954100
2022-03-18,179.300003,179.300003,180.929993,179.039993,179.929993,13996500
2022-03-21,180.669998,180.669998,181.289993,179.320007,179.330002,10582200
2022-03-22,179.360001,179.360001,179.710007,178.320007,179.600006,9621800
2022-03-23,181.809998,181.809998,181.889999,179.759995,180.289993,12557300
2022-03-24,183.130005,183.130005,183.509995,181.770004,182.350006,10970100
2022-03-25,182.380005,182.380005,183.130005,181.350006,181.809998,7911100
2022-03-28,179.059998,179.059998,181.330002,178.850006,180.380005,9489700
2022-03-29,179.139999,179.139999,179.330002,176.690002,177.020004,10458900
2022-03-30,180.580002,180.580002,180.919998,179.679993,179.759995,8361300
2022-03-31,180.649994,180.649994,181.960007,180.559998,180.910004,9844400
2022-04-01,179.500000,179.500000,180.460007,178.979996,179.550003,13034400
2022-04-04,180.369995,180.369995,180.809998,179.580002,180.240005,7063100
2022-04-05,179.240005,179.240005,181.490005,178.929993,180.910004,10828500
2022-04-06,179.660004,179.660004,180.309998,178.699997,179.779999,8942100
2022-04-07,180.339996,180.339996,180.880005,179.800003,179.869995,10140600
2022-04-08,181.470001,181.470001,181.820007,180.520004,180.520004,10655700
2022-04-11,182.369995,182.369995,183.330002,181.110001,183.169998,10071300
2022-04-12,183.770004,183.770004,184.639999,182.960007,184.039993,12024600
2022-04-13,184.649994,184.649994,184.940002,184.130005,184.500000,8651600
2022-04-14,184.039993,184.039993,184.410004,182.880005,184.279999,11567200
2022-04-18,184.610001,184.610001,186.100006,184.389999,185.949997,8886700
2022-04-19,181.820007,181.820007,183.649994,181.330002,183.190002,12585600
2022-04-20,182.710007,182.710007,182.720001,181.350006,181.589996,7038600
2022-04-21,182.059998,182.059998,182.320007,180.779999,181.770004,9639800
2022-04-22,180.289993,180.289993,181.610001,179.740005,180.720001,9147000
2022-04-25,177.050003,177.050003,177.509995,176.479996,177.169998,13073700
2022-04-26,177.320007,177.320007,178.300003,176.919998,177.949997,9042400
2022-04-27,175.979996,175.979996,176.639999,175.500000,176.460007,8854700
2022-04-28,176.929993,176.929993,176.970001,175.690002,175.919998,6381100
2022-04-29,176.910004,176.910004,178.619995,176.710007,178.070007,7719700
2022-05-02,173.630005,173.630005,174.649994,172.979996,173.610001,14318600
2022-05-03,174.089996,174.089996,175.210007,173.850006,173.889999,7214300
2022-05-04,175.800003,175.800003,176.350006,173.669998,174.320007,10491700
2022-05-05,175.130005,175.130005,177.610001,174.660004,177.559998,12794200
2022-05-06,175.419998,175.419998,176.559998,174.860001,175.389999,7643300
2022-05-09,172.880005,172.880005,174.270004,172.789993,174.270004,10742400
2022-05-10,171.419998,171.419998,173.960007,171.199997,173.800003,11010400
2022-05-11,172.820007,172.820007,173.320007,172.199997,172.509995,9179600
2022-05-12,170.169998,170.169998,172.399994,169.899994,172.070007,11626800
2022-05-13,168.789993,168.789993,169.619995,168.009995,168.309998,13031100
2022-05-16,170.399994,170.399994,170.429993,168.339996,168.429993,7319300
2022-05-17,169.330002,169.330002,170.529999,169.139999,170.440002,6441100
2022-05-18,169.419998,169.419998,170.210007,168.809998,169.009995,7472900
2022-05-19,171.910004,171.910004,172.520004,170.889999,171.550003,10580300
2022-05-20,172.029999,172.029999,172.240005,170.889999,171.710007,6578100
2022-05-23,172.830002,172.830002,173.380005,172.279999,173.130005,5518500
2022-05-24,174.130005,174.130005,174.410004,173.350006,173.470001,6794000
2022-05-25,173.080002,173.080002,173.160004,171.729996,172.789993,4595900
2022-05-26,172.759995,172.759995,172.929993,171.759995,172.130005,6467000
2022-05-27,172.850006,172.850006,173.520004,172.639999,173.490005,3847900
2022-05-31,171.139999,171.139999,173.070007,171.080002,172.710007,6244000
2022-06-01,172.229996,172.229996,172.529999,171.389999,172.210007,6946500
2022-06-02,174.350006,174.350006,174.449997,173.490005,173.660004,5623100
2022-06-03,172.580002,172.580002,173.970001,172.250000,173.529999,5519400
2022-06-06,171.820007,171.820007,172.889999,171.649994,172.809998,3766000
2022-06-07,172.940002,172.940002,173.050003,171.990005,172.110001,3860000
2022-06-08,172.779999,172.779999,173.449997,172.669998,172.889999,5140800
2022-06-09,172.229996,172.229996,172.589996,171.580002,172.449997,4701100
2022-06-10,174.539993,174.539993,174.940002,170.460007,170.889999,16856100
2022-06-13,169.929993,169.929993,171.339996,169.610001,171.179993,13265200
2022-06-14,168.570007,168.570007,169.729996,168.300003,169.610001,7347900
2022-06-15,170.770004,170.770004,171.839996,169.080002,170.399994,9000300
2022-06-16,172.690002,172.690002,172.770004,170.169998,170.559998,8823600
2022-06-17,171.270004,171.270004,172.300003,170.970001,172.149994,7407200
2022-06-21,170.630005,170.630005,171.910004,170.470001,171.059998,5608500
2022-06-22,171.309998,171.309998,172.300003,171.100006,171.610001,6558700
2022-06-23,170.259995,170.259995,172.130005,169.899994,171.389999,6535300
2022-06-24,170.089996,170.089996,170.740005,169.850006,170.240005,6143100
2022-06-27,169.899994,169.899994,170.669998,169.750000,170.600006,5719700
2022-06-28,169.619995,169.619995,170.210007,169.509995,170.070007,2982700
2022-06-29,169.490005,169.490005,170.699997,169.169998,170.580002,4785600
2022-06-30,168.460007,168.460007,169.960007,168.240005,169.509995,9144400
2022-07-01,168.320007,168.320007,168.679993,166.960007,167.139999,11380300
2022-07-05,164.750000,164.750000,167.330002,164.410004,167.179993,14035400
2022-07-06,162.139999,162.139999,164.570007,161.470001,164.320007,11861100
2022-07-07,162.229996,162.229996,163.039993,162.059998,162.429993,4588400
2022-07-08,162.300003,162.300003,163.380005,161.839996,162.350006,4584100
2022-07-11,161.429993,161.429993,162.440002,161.380005,161.929993,4321700
2022-07-12,160.830002,160.830002,161.619995,160.720001,161.220001,5375100
2022-07-13,161.600006,161.600006,162.710007,160.059998,160.100006,8456600
2022-07-14,159.330002,159.330002,159.830002,158.220001,159.020004,12213600
2022-07-15,159.009995,159.009995,159.250000,158.350006,159.009995,6783800
2022-07-18,159.160004,159.160004,160.429993,159.050003,160.080002,5791800
2022-07-19,159.539993,159.539993,159.869995,159.330002,159.470001,3796200
2022-07-20,158.039993,158.039993,159.820007,158.029999,159.710007,4795800
2022-07-21,160.270004,160.270004,160.309998,158.270004,158.309998,5863300
2022-07-22,160.669998,160.669998,162.130005,160.350006,160.550003,5733800
2022-07-25,160.229996,160.229996,160.699997,159.809998,160.639999,3713400
2022-07-26,160.039993,160.039993,160.500000,159.789993,160.229996,2672800
2022-07-27,161.669998,161.669998,162.210007,159.509995,160.020004,5766100
2022-07-28,163.639999,163.639999,163.759995,162.880005,163.309998,5606400
2022-07-29,164.100006,164.100006,164.690002,163.279999,163.889999,7537300
2022-08-01,165.029999,165.029999,165.410004,164.410004,164.979996,4666900
2022-08-02,164.050003,164.050003,166.460007,164.020004,165.660004,5725400
2022-08-03,164.449997,164.449997,164.910004,163.479996,164.770004,4417800
2022-08-04,167.169998,167.169998,167.309998,165.339996,165.529999,5502000
2022-08-05,165.289993,165.289993,165.839996,164.869995,164.990005,6023300
2022-08-08,166.690002,166.690002,166.809998,165.929993,166.029999,3456300
2022-08-09,167.199997,167.199997,167.800003,166.820007,167.479996,3205500
2022-08-10,166.779999,166.779999,167.979996,166.619995,167.389999,4077300
2022-08-11,166.339996,166.339996,167.660004,166.309998,167.160004,4446000
2022-08-12,167.869995,167.869995,167.940002,166.830002,167.169998,5151700
2022-08-15,165.710007,165.710007,166.250000,165.440002,165.990005,5236100
2022-08-16,165.419998,165.419998,165.720001,165.179993,165.309998,4291500
2022-08-17,164.350006,164.350006,165.229996,163.949997,165.210007,5569100
2022-08-18,163.919998,163.919998,164.910004,163.539993,164.600006,3646100
2022-08-19,162.720001,162.720001,163.740005,162.619995,163.649994,8173000
2022-08-22,161.639999,161.639999,162.119995,161.360001,161.660004,4458100
2022-08-23,162.770004,162.770004,163.429993,161.910004,161.960007,4425100
2022-08-24,163.250000,163.250000,163.610001,162.369995,162.440002,3202400
2022-08-25,163.750000,163.750000,163.990005,163.240005,163.970001,2857500
2022-08-26,161.759995,161.759995,163.610001,161.550003,163.119995,6689300
2022-08-29,161.860001,161.860001,162.619995,161.699997,161.880005,4702300
2022-08-30,160.509995,160.509995,161.429993,160.339996,161.270004,4856600
2022-08-31,159.270004,159.270004,160.570007,159.259995,159.500000,5438600
2022-09-01,157.869995,157.869995,158.389999,157.320007,158.169998,7390800
2022-09-02,159.259995,159.259995,160.059998,159.139999,159.350006,5196900
2022-09-06,158.330002,158.330002,159.460007,158.320007,159.169998,4863800
2022-09-07,159.940002,159.940002,160.149994,158.080002,158.149994,3981400
2022-09-08,158.979996,158.979996,159.860001,158.710007,159.539993,4607100
2022-09-09,159.820007,159.820007,160.240005,159.410004,159.720001,3927800
2022-09-12,160.630005,160.630005,161.619995,160.550003,161.039993,4537500
2022-09-13,158.539993,158.539993,159.270004,158.389999,158.470001,6526400
2022-09-14,157.929993,157.929993,158.979996,157.729996,158.679993,6091100
2022-09-15,154.979996,154.979996,157.490005,154.619995,156.759995,13181200
2022-09-16,155.839996,155.839996,156.559998,154.339996,154.660004,7141200
2022-09-19,155.960007,155.960007,156.039993,154.820007,154.869995,5582800
2022-09-20,155.070007,155.070007,155.229996,154.589996,155.029999,5943700
2022-09-21,155.789993,155.789993,157.250000,154.009995,155.970001,7816100
2022-09-22,155.699997,155.699997,156.479996,155.309998,156.259995,5975200
2022-09-23,153.009995,153.009995,154.000000,152.639999,153.899994,9598000
2022-09-26,151.229996,151.229996,153.509995,151.029999,153.220001,8240500
2022-09-27,151.539993,151.539993,152.729996,151.500000,152.250000,7151300
2022-09-28,154.690002,154.690002,154.880005,152.929993,153.199997,8977200
2022-09-29,154.660004,154.660004,155.029999,153.160004,154.139999,6317000
2022-09-30,154.669998,154.669998,156.039993,154.570007,154.940002,6832400
2022-10-03,158.429993,158.429993,158.479996,155.229996,155.440002,10362200
2022-10-04,160.699997,160.699997,161.080002,158.919998,159.179993,8024500
2022-10-05,159.809998,159.809998,160.080002,158.380005,159.320007,5296300
2022-10-06,159.630005,159.630005,159.940002,158.949997,159.410004,5712600
2022-10-07,157.880005,157.880005,158.979996,157.679993,158.460007,5030000
2022-10-10,155.479996,155.479996,156.350006,155.119995,155.940002,6110800
2022-10-11,155.160004,155.160004,156.809998,154.919998,155.490005,5306700
2022-10-12,155.990005,155.990005,156.289993,155.259995,155.509995,3998500
2022-10-13,154.910004,154.910004,155.729996,152.919998,153.479996,7083800
2022-10-14,152.979996,152.979996,154.199997,152.720001,154.020004,5471900
2022-10-17,153.419998,153.419998,155.330002,153.320007,154.919998,4348000
2022-10-18,153.750000,153.750000,154.240005,153.240005,154.080002,4528400
2022-10-19,151.690002,151.690002,152.490005,151.539993,152.089996,8257100
2022-10-20,151.449997,151.449997,153.229996,151.270004,151.919998,5019800
2022-10-21,154.149994,154.149994,154.309998,151.830002,151.979996,6898400
2022-10-24,153.649994,153.649994,154.059998,153.059998,153.449997,4673300
2022-10-25,154.000000,154.000000,154.789993,153.830002,153.960007,3434100
2022-10-26,154.979996,154.979996,155.729996,154.779999,154.779999,4448200
2022-10-27,154.740005,154.740005,155.089996,154.220001,154.710007,3654900
2022-10-28,153.160004,153.160004,153.539993,152.500000,152.960007,4645400
2022-10-31,151.910004,151.910004,152.869995,151.889999,152.160004,6097800
2022-11-01,153.460007,153.460007,153.979996,152.869995,153.820007,4603600
2022-11-02,152.389999,152.389999,155.419998,152.259995,154.160004,7210900
2022-11-03,151.809998,151.809998,151.960007,150.570007,150.699997,5378800
2022-11-04,156.470001,156.470001,156.600006,154.660004,154.949997,7692000
2022-11-07,155.850006,155.850006,156.570007,155.809998,156.220001,4425700
2022-11-08,159.449997,159.449997,159.869995,155.979996,155.990005,11299600
2022-11-09,158.649994,158.649994,160.350006,158.449997,159.360001,6040600
2022-11-10,163.479996,163.479996,163.509995,161.660004,162.009995,9939900
2022-11-11,164.559998,164.559998,164.580002,163.419998,163.910004,4622400
2022-11-14,164.919998,164.919998,165.240005,164.149994,164.199997,6187600
2022-11-15,165.500000,165.500000,166.229996,164.559998,165.270004,9903500
2022-11-16,165.119995,165.119995,165.710007,164.830002,165.410004,3645800
2022-11-17,163.919998,163.919998,164.110001,163.399994,163.789993,4574400
2022-11-18,162.789993,162.789993,163.690002,162.679993,163.380005,4321100
2022-11-21,161.880005,161.880005,162.500000,161.279999,162.440002,4766500
2022-11-22,162.070007,162.070007,162.600006,161.720001,162.300003,3203800
2022-11-23,163.080002,163.080002,163.240005,161.559998,161.690002,4167000
2022-11-25,163.220001,163.220001,163.429993,162.759995,162.850006,1436500
2022-11-28,161.929993,161.929993,163.059998,161.910004,162.929993,4052900
2022-11-29,162.729996,162.729996,163.630005,162.600006,162.699997,2620600
2022-11-30,164.809998,164.809998,164.809998,162.399994,163.690002,4874700
2022-12-01,167.839996,167.839996,167.949997,166.979996,167.479996,8625800
2022-12-02,167.259995,167.259995,167.470001,165.759995,166.179993,5185900
2022-12-05,164.389999,164.389999,166.720001,164.320007,166.550003,5436200
2022-12-06,164.839996,164.839996,165.539993,164.449997,165.199997,3597800
2022-12-07,166.330002,166.330002,166.639999,165.320007,165.470001,4610700
2022-12-08,166.470001,166.470001,167.050003,166.070007,166.580002,3217900
2022-12-09,167.059998,167.059998,168.089996,166.600006,167.259995,5431300
2022-12-12,165.679993,165.679993,166.600006,165.429993,166.440002,3504400
2022-12-13,168.509995,168.509995,169.789993,168.020004,169.210007,6750200
2022-12-14,168.100006,168.100006,168.809998,167.139999,168.429993,5643000
2022-12-15,165.350006,165.350006,166.210007,165.100006,165.729996,8363000
2022-12-16,166.789993,166.789993,166.979996,165.839996,166.020004,5372000
2022-12-19,166.320007,166.320007,167.110001,165.990005,166.710007,3940500
2022-12-20,169.080002,169.080002,169.529999,168.029999,168.100006,7803100
2022-12-21,168.800003,168.800003,169.710007,168.679993,169.039993,3990100
2022-12-22,166.759995,166.759995,167.759995,166.059998,167.759995,5672700
2022-12-23,167.259995,167.259995,167.800003,166.660004,166.880005,2912300
2022-12-27,168.669998,168.669998,170.610001,167.800003,167.889999,6885700
2022-12-28,167.910004,167.910004,168.339996,167.100006,168.050003,3662500
2022-12-29,168.850006,168.850006,169.350006,168.520004,168.539993,3345900
2022-12-30,169.639999,169.639999,169.899994,168.800003,169.259995,2864500
