date,action,order_id,payload
2026-02-18,rejected,ORD00000049,"{'reason': 'insufficient_cash', 'symbol': 'UUP', 'side': 'buy', 'qty': 362.580224, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-18', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000049', 'remaining_qty': 362.580224, 'status': 'rejected'}"
2026-02-18,filled,ORD00000046,"{'order_id': 'ORD00000046', 'symbol': 'SPY', 'side': 'sell', 'status': 'filled', 'requested_qty': 325.616487, 'filled_qty': 325.616487, 'remaining_qty': 0.0, 'fill_price': 100.5324156430201, 'event_date': '2026-02-18', 'reason': 'randomized_matching_sim'}"
2026-02-18,filled,ORD00000047,"{'order_id': 'ORD00000047', 'symbol': 'TLT', 'side': 'sell', 'status': 'filled', 'requested_qty': 88.633984, 'filled_qty': 88.633984, 'remaining_qty': 0.0, 'fill_price': 102.64098298265526, 'event_date': '2026-02-18', 'reason': 'randomized_matching_sim'}"
2026-02-18,filled,ORD00000048,"{'order_id': 'ORD00000048', 'symbol': 'GLD', 'side': 'buy', 'status': 'filled', 'requested_qty': 48.443418, 'filled_qty': 48.443418, 'remaining_qty': 0.0, 'fill_price': 113.95641965290743, 'event_date': '2026-02-18', 'reason': 'randomized_matching_sim'}"
2026-02-19,sent,ORD00000050,"{'symbol': 'GLD', 'side': 'sell', 'qty': 29.60088, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-19', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000050', 'remaining_qty': 29.60088, 'status': 'open'}"
2026-02-19,sent,ORD00000051,"{'symbol': 'UUP', 'side': 'sell', 'qty': 213.69366599999998, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-19', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000051', 'remaining_qty': 213.69366599999998, 'status': 'open'}"
2026-02-19,rejected,ORD00000052,"{'reason': 'insufficient_cash', 'symbol': 'TLT', 'side': 'buy', 'qty': 594.735224, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-19', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000052', 'remaining_qty': 594.735224, 'status': 'rejected'}"
2026-02-19,filled,ORD00000050,"{'order_id': 'ORD00000050', 'symbol': 'GLD', 'side': 'sell', 'status': 'filled', 'requested_qty': 29.60088, 'filled_qty': 29.60088, 'remaining_qty': 0.0, 'fill_price': 114.22856140465886, 'event_date': '2026-02-19', 'reason': 'randomized_matching_sim'}"
2026-02-19,filled,ORD00000051,"{'order_id': 'ORD00000051', 'symbol': 'UUP', 'side': 'sell', 'status': 'filled', 'requested_qty': 213.69366599999998, 'filled_qty': 213.69366599999998, 'remaining_qty': 0.0, 'fill_price': 100.27755674540363, 'event_date': '2026-02-19', 'reason': 'randomized_matching_sim'}"
2026-02-20,sent,ORD00000053,"{'symbol': 'GLD', 'side': 'sell', 'qty': 26.656371, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-20', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000053', 'remaining_qty': 26.656371, 'status': 'open'}"
2026-02-20,sent,ORD00000054,"{'symbol': 'UUP', 'side': 'sell', 'qty': 277.371632, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-20', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000054', 'remaining_qty': 277.371632, 'status': 'open'}"
2026-02-20,sent,ORD00000055,"{'symbol': 'SPY', 'side': 'buy', 'qty': 240.206257, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-20', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000055', 'remaining_qty': 240.206257, 'status': 'open'}"
2026-02-20,rejected,ORD00000056,"{'reason': 'insufficient_cash', 'symbol': 'TLT', 'side': 'buy', 'qty': 660.760818, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-20', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000056', 'remaining_qty': 660.760818, 'status': 'rejected'}"
2026-02-20,filled,ORD00000053,"{'order_id': 'ORD00000053', 'symbol': 'GLD', 'side': 'sell', 'status': 'filled', 'requested_qty': 26.656371, 'filled_qty': 26.656371, 'remaining_qty': 0.0, 'fill_price': 116.45861011619401, 'event_date': '2026-02-20', 'reason': 'randomized_matching_sim'}"
2026-02-20,cancelled,ORD00000054,"{'order_id': 'ORD00000054', 'symbol': 'UUP', 'side': 'sell', 'status': 'cancelled', 'requested_qty': 277.371632, 'filled_qty': 0.0, 'remaining_qty': 0.0, 'fill_price': 100.16656515163794, 'event_date': '2026-02-20', 'reason': 'randomized_matching_sim'}"
2026-02-20,filled,ORD00000055,"{'order_id': 'ORD00000055', 'symbol': 'SPY', 'side': 'buy', 'status': 'filled', 'requested_qty': 240.206257, 'filled_qty': 240.206257, 'remaining_qty': 0.0, 'fill_price': 101.0298280879288, 'event_date': '2026-02-20', 'reason': 'randomized_matching_sim'}"
2026-02-23,sent,ORD00000057,"{'symbol': 'UUP', 'side': 'sell', 'qty': 126.70177299999999, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-23', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000057', 'remaining_qty': 126.70177299999999, 'status': 'open'}"
2026-02-23,sent,ORD00000058,"{'symbol': 'SPY', 'side': 'buy', 'qty': 298.41621, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-23', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000058', 'remaining_qty': 298.41621, 'status': 'open'}"
2026-02-23,rejected,ORD00000059,"{'reason': 'insufficient_cash', 'symbol': 'TLT', 'side': 'buy', 'qty': 221.66356499999998, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-23', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000059', 'remaining_qty': 221.66356499999998, 'status': 'rejected'}"
2026-02-23,filled,ORD00000057,"{'order_id': 'ORD00000057', 'symbol': 'UUP', 'side': 'sell', 'status': 'filled', 'requested_qty': 126.70177299999999, 'filled_qty': 126.70177299999999, 'remaining_qty': 0.0, 'fill_price': 100.16656515163794, 'event_date': '2026-02-23', 'reason': 'randomized_matching_sim'}"
2026-02-23,filled,ORD00000058,"{'order_id': 'ORD00000058', 'symbol': 'SPY', 'side': 'buy', 'status': 'filled', 'requested_qty': 298.41621, 'filled_qty': 298.41621, 'remaining_qty': 0.0, 'fill_price': 99.99287864020525, 'event_date': '2026-02-23', 'reason': 'randomized_matching_sim'}"
2026-02-24,sent,ORD00000060,"{'symbol': 'SPY', 'side': 'sell', 'qty': 28.891633, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-24', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000060', 'remaining_qty': 28.891633, 'status': 'open'}"
2026-02-24,sent,ORD00000061,"{'symbol': 'GLD', 'side': 'buy', 'qty': 16.604216, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-24', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000061', 'remaining_qty': 16.604216, 'status': 'open'}"
2026-02-24,rejected,ORD00000062,"{'reason': 'insufficient_cash', 'symbol': 'UUP', 'side': 'buy', 'qty': 236.905957, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-24', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000062', 'remaining_qty': 236.905957, 'status': 'rejected'}"
2026-02-24,filled,ORD00000060,"{'order_id': 'ORD00000060', 'symbol': 'SPY', 'side': 'sell', 'status': 'partial', 'requested_qty': 28.891633, 'filled_qty': 9.083002016738096, 'remaining_qty': 19.808630983261903, 'fill_price': 100.67677081268971, 'event_date': '2026-02-24', 'reason': 'randomized_matching_sim'}"
2026-02-24,cancelled,ORD00000060,{'reason': 'cancel_remainder_after_partial'}
2026-02-24,filled,ORD00000061,"{'order_id': 'ORD00000061', 'symbol': 'GLD', 'side': 'buy', 'status': 'filled', 'requested_qty': 16.604216, 'filled_qty': 16.604216, 'remaining_qty': 0.0, 'fill_price': 117.94161488735422, 'event_date': '2026-02-24', 'reason': 'randomized_matching_sim'}"
2026-02-25,sent,ORD00000063,"{'symbol': 'SPY', 'side': 'sell', 'qty': 529.539465, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-25', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000063', 'remaining_qty': 529.539465, 'status': 'open'}"
2026-02-25,sent,ORD00000064,"{'symbol': 'GLD', 'side': 'buy', 'qty': 48.915982, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-25', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000064', 'remaining_qty': 48.915982, 'status': 'open'}"
2026-02-25,rejected,ORD00000065,"{'reason': 'insufficient_cash', 'symbol': 'UUP', 'side': 'buy', 'qty': 696.703572, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-25', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000065', 'remaining_qty': 696.703572, 'status': 'rejected'}"
2026-02-25,cancelled,ORD00000063,"{'order_id': 'ORD00000063', 'symbol': 'SPY', 'side': 'sell', 'status': 'cancelled', 'requested_qty': 529.539465, 'filled_qty': 0.0, 'remaining_qty': 0.0, 'fill_price': 101.52274482106462, 'event_date': '2026-02-25', 'reason': 'randomized_matching_sim'}"
2026-02-25,filled,ORD00000064,"{'order_id': 'ORD00000064', 'symbol': 'GLD', 'side': 'buy', 'status': 'filled', 'requested_qty': 48.915982, 'filled_qty': 48.915982, 'remaining_qty': 0.0, 'fill_price': 117.64553290903095, 'event_date': '2026-02-25', 'reason': 'randomized_matching_sim'}"
2026-02-26,sent,ORD00000066,"{'symbol': 'GLD', 'side': 'sell', 'qty': 31.608477999999998, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-26', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000066', 'remaining_qty': 31.608477999999998, 'status': 'open'}"
2026-02-26,sent,ORD00000067,"{'symbol': 'SPY', 'side': 'sell', 'qty': 529.539465, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-26', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000067', 'remaining_qty': 529.539465, 'status': 'open'}"
2026-02-26,sent,ORD00000068,"{'symbol': 'TLT', 'side': 'buy', 'qty': 625.144248, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-26', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000068', 'remaining_qty': 625.144248, 'status': 'open'}"
2026-02-26,rejected,ORD00000069,"{'reason': 'insufficient_cash', 'symbol': 'UUP', 'side': 'buy', 'qty': 84.97055999999999, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-26', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000069', 'remaining_qty': 84.97055999999999, 'status': 'rejected'}"
2026-02-26,filled,ORD00000066,"{'order_id': 'ORD00000066', 'symbol': 'GLD', 'side': 'sell', 'status': 'filled', 'requested_qty': 31.608477999999998, 'filled_qty': 31.608477999999998, 'remaining_qty': 0.0, 'fill_price': 118.60269595601413, 'event_date': '2026-02-26', 'reason': 'randomized_matching_sim'}"
2026-02-26,filled,ORD00000067,"{'order_id': 'ORD00000067', 'symbol': 'SPY', 'side': 'sell', 'status': 'filled', 'requested_qty': 529.539465, 'filled_qty': 529.539465, 'remaining_qty': 0.0, 'fill_price': 100.9572744746499, 'event_date': '2026-02-26', 'reason': 'randomized_matching_sim'}"
2026-02-26,filled,ORD00000068,"{'order_id': 'ORD00000068', 'symbol': 'TLT', 'side': 'buy', 'status': 'partial', 'requested_qty': 625.144248, 'filled_qty': 464.6071664061505, 'remaining_qty': 160.53708159384945, 'fill_price': 103.52872062206681, 'event_date': '2026-02-26', 'reason': 'randomized_matching_sim'}"
2026-02-26,cancelled,ORD00000068,{'reason': 'cancel_remainder_after_partial'}
2026-02-27,sent,ORD00000070,"{'symbol': 'GLD', 'side': 'sell', 'qty': 21.02158, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-27', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000070', 'remaining_qty': 21.02158, 'status': 'open'}"
2026-02-27,sent,ORD00000071,"{'symbol': 'TLT', 'side': 'buy', 'qty': 169.93886, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-27', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000071', 'remaining_qty': 169.93886, 'status': 'open'}"
2026-02-27,rejected,ORD00000072,"{'reason': 'insufficient_cash', 'symbol': 'UUP', 'side': 'buy', 'qty': 99.263842, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-02-27', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000072', 'remaining_qty': 99.263842, 'status': 'rejected'}"
2026-02-27,filled,ORD00000070,"{'order_id': 'ORD00000070', 'symbol': 'GLD', 'side': 'sell', 'status': 'filled', 'requested_qty': 21.02158, 'filled_qty': 21.02158, 'remaining_qty': 0.0, 'fill_price': 120.14998044951192, 'event_date': '2026-02-27', 'reason': 'randomized_matching_sim'}"
2026-02-27,filled,ORD00000071,"{'order_id': 'ORD00000071', 'symbol': 'TLT', 'side': 'buy', 'status': 'filled', 'requested_qty': 169.93886, 'filled_qty': 169.93886, 'remaining_qty': 0.0, 'fill_price': 104.15759207559302, 'event_date': '2026-02-27', 'reason': 'randomized_matching_sim'}"
2026-03-02,sent,ORD00000073,"{'symbol': 'TLT', 'side': 'sell', 'qty': 634.546027, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-03-02', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000073', 'remaining_qty': 634.546027, 'status': 'open'}"
2026-03-02,sent,ORD00000074,"{'symbol': 'GLD', 'side': 'buy', 'qty': 3.799975, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-03-02', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000074', 'remaining_qty': 3.799975, 'status': 'open'}"
2026-03-02,sent,ORD00000075,"{'symbol': 'SPY', 'side': 'buy', 'qty': 334.92983799999996, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-03-02', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000075', 'remaining_qty': 334.92983799999996, 'status': 'open'}"
2026-03-02,sent,ORD00000076,"{'symbol': 'UUP', 'side': 'buy', 'qty': 378.093353, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-03-02', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000076', 'remaining_qty': 378.093353, 'status': 'open'}"
2026-03-02,sent,ORD00000077,"{'symbol': 'XLE', 'side': 'buy', 'qty': 23.601260999999997, 'order_type': 'market', 'tif': 'day', 'limit_price': None, 'timestamp': '2026-03-02', 'client_tag': 'strategy_rebalance', 'order_id': 'ORD00000077', 'remaining_qty': 23.601260999999997, 'status': 'open'}"
2026-03-02,filled,ORD00000073,"{'order_id': 'ORD00000073', 'symbol': 'TLT', 'side': 'sell', 'status': 'filled', 'requested_qty': 634.546027, 'filled_qty': 634.546027, 'remaining_qty': 0.0, 'fill_price': 103.06511521099563, 'event_date': '2026-03-02', 'reason': 'randomized_matching_sim'}"
2026-03-02,filled,ORD00000074,"{'order_id': 'ORD00000074', 'symbol': 'GLD', 'side': 'buy', 'status': 'filled', 'requested_qty': 3.799975, 'filled_qty': 3.799975, 'remaining_qty': 0.0, 'fill_price': 121.74105002223583, 'event_date': '2026-03-02', 'reason': 'randomized_matching_sim'}"
2026-03-02,filled,ORD00000075,"{'order_id': 'ORD00000075', 'symbol': 'SPY', 'side': 'buy', 'status': 'filled', 'requested_qty': 334.92983799999996, 'filled_qty': 334.92983799999996, 'remaining_qty': 0.0, 'fill_price': 100.56863841690506, 'event_date': '2026-03-02', 'reason': 'randomized_matching_sim'}"
2026-03-02,cancelled,ORD00000076,"{'order_id': 'ORD00000076', 'symbol': 'UUP', 'side': 'buy', 'status': 'cancelled', 'requested_qty': 378.093353, 'filled_qty': 0.0, 'remaining_qty': 0.0, 'fill_price': 101.09001906898881, 'event_date': '2026-03-02', 'reason': 'randomized_matching_sim'}"
2026-03-02,filled,ORD00000077,"{'order_id': 'ORD00000077', 'symbol': 'XLE', 'side': 'buy', 'status': 'partial', 'requested_qty': 23.601260999999997, 'filled_qty': 9.919008556956236, 'remaining_qty': 13.682252443043762, 'fill_price': 127.00058208998952, 'event_date': '2026-03-02', 'reason': 'randomized_matching_sim'}"
2026-03-02,cancelled,ORD00000077,{'reason': 'cancel_remainder_after_partial'}
