Date,Adj Close,Close,High,Low,Open,Volume
2026-01-02,27.110001,27.110001,27.120001,27.040001,27.080000,2375000
2026-01-05,27.070000,27.070000,27.190001,27.049999,27.170000,1632900
2026-01-06,27.160000,27.160000,27.160000,27.090000,27.100000,1253200
2026-01-07,27.200001,27.200001,27.200001,27.139999,27.150000,1122800
2026-01-08,27.270000,27.270000,27.280001,27.219999,27.250000,591000
2026-01-09,27.330000,27.330000,27.360001,27.299999,27.299999,806900
2026-01-12,27.280001,27.280001,27.280001,27.219999,27.250000,991700
2026-01-13,27.350000,27.350000,27.370001,27.270000,27.270000,747800
2026-01-14,27.330000,27.330000,27.350000,27.280001,27.309999,535700
2026-01-15,27.430000,27.430000,27.450001,27.389999,27.410000,700000
2026-01-16,27.430000,27.430000,27.450001,27.370001,27.379999,1463100
2026-01-20,27.209999,27.209999,27.230000,27.150000,27.170000,931300
2026-01-21,27.270000,27.270000,27.299999,27.180000,27.180000,1005400
2026-01-22,27.150000,27.150000,27.219999,27.120001,27.209999,826800
2026-01-23,26.910000,26.910000,27.139999,26.910000,27.129999,686100
2026-01-26,26.780001,26.780001,26.820000,26.719999,26.809999,1392400
2026-01-27,26.469999,26.469999,26.670000,26.400000,26.660000,1780800
2026-01-28,26.629999,26.629999,26.740000,26.559999,26.600000,2744700
2026-01-29,26.590000,26.590000,26.709999,26.570000,26.570000,1592500
2026-01-30,26.850000,26.850000,26.850000,26.700001,26.730000,2763800
2026-02-02,26.990000,26.990000,27.030001,26.910000,26.959999,2780900
2026-02-03,26.920000,26.920000,26.990000,26.900000,26.980000,1165000
2026-02-04,27.010000,27.010000,27.030001,26.950001,26.969999,1122400
2026-02-05,27.090000,27.090000,27.090000,27.000000,27.010000,1840300
2026-02-06,27.010000,27.010000,27.020000,26.969999,27.020000,1305200
2026-02-09,26.790001,26.790001,26.850000,26.780001,26.809999,1344900
2026-02-10,26.799999,26.799999,26.809999,26.730000,26.730000,1037900
2026-02-11,26.830000,26.830000,26.870001,26.760000,26.820000,1454400
2026-02-12,26.820000,26.820000,26.860001,26.770000,26.809999,1103000
2026-02-13,26.820000,26.820000,26.889999,26.799999,26.820000,840600
2026-02-17,26.910000,26.910000,27.010000,26.889999,26.950001,1048600
2026-02-18,27.080000,27.080000,27.080000,26.969999,26.990000,1865700
2026-02-19,27.120001,27.120001,27.170000,27.100000,27.160000,937600
2026-02-20,27.090000,27.090000,27.160000,27.040001,27.139999,1281600
2026-02-23,27.090000,27.090000,27.090000,27.020000,27.070000,713500
2026-02-24,27.110001,27.110001,27.150000,27.090000,27.129999,817300
2026-02-25,27.080000,27.080000,27.139999,27.049999,27.139999,1029100
2026-02-26,27.100000,27.100000,27.170000,27.059999,27.090000,1354900
2026-02-27,27.080000,27.080000,27.120001,27.049999,27.100000,1037400
2026-03-02,27.330000,27.330000,27.400000,27.280001,27.320000,3348800
2026-03-03,27.459999,27.459999,27.650000,27.450001,27.540001,3237200
