Date,CPIAUCSL
2021-01-01,262.687000
2021-02-01,263.579000
2021-03-01,264.961000
2021-04-01,266.614000
2021-05-01,268.383000
2021-06-01,270.654000
2021-07-01,271.903000
2021-08-01,272.676000
2021-09-01,273.910000
2021-10-01,276.550000
2021-11-01,278.919000
2021-12-01,280.845000
