Date,DGS10
2021-01-01,
2021-01-04,0.930000
2021-01-05,0.960000
2021-01-06,1.040000
2021-01-07,1.080000
2021-01-08,1.130000
2021-01-11,1.150000
2021-01-12,1.150000
2021-01-13,1.100000
2021-01-14,1.150000
2021-01-15,1.110000
2021-01-18,
2021-01-19,1.100000
2021-01-20,1.100000
2021-01-21,1.120000
2021-01-22,1.100000
2021-01-25,1.050000
2021-01-26,1.050000
2021-01-27,1.040000
2021-01-28,1.070000
2021-01-29,1.110000
2021-02-01,1.090000
2021-02-02,1.120000
2021-02-03,1.150000
2021-02-04,1.150000
2021-02-05,1.190000
2021-02-08,1.190000
2021-02-09,1.180000
2021-02-10,1.150000
2021-02-11,1.160000
2021-02-12,1.200000
2021-02-15,
2021-02-16,1.300000
2021-02-17,1.290000
2021-02-18,1.290000
2021-02-19,1.340000
2021-02-22,1.370000
2021-02-23,1.370000
2021-02-24,1.380000
2021-02-25,1.540000
2021-02-26,1.440000
2021-03-01,1.450000
2021-03-02,1.420000
2021-03-03,1.470000
2021-03-04,1.540000
2021-03-05,1.560000
2021-03-08,1.590000
2021-03-09,1.550000
2021-03-10,1.530000
2021-03-11,1.540000
2021-03-12,1.640000
2021-03-15,1.620000
2021-03-16,1.620000
2021-03-17,1.630000
2021-03-18,1.710000
2021-03-19,1.740000
2021-03-22,1.690000
2021-03-23,1.630000
2021-03-24,1.620000
2021-03-25,1.630000
2021-03-26,1.670000
2021-03-29,1.730000
2021-03-30,1.730000
2021-03-31,1.740000
2021-04-01,1.690000
2021-04-02,1.720000
2021-04-05,1.730000
2021-04-06,1.670000
2021-04-07,1.680000
2021-04-08,1.640000
2021-04-09,1.670000
2021-04-12,1.690000
2021-04-13,1.640000
2021-04-14,1.640000
2021-04-15,1.560000
2021-04-16,1.590000
2021-04-19,1.610000
2021-04-20,1.580000
2021-04-21,1.570000
2021-04-22,1.570000
2021-04-23,1.580000
2021-04-26,1.580000
2021-04-27,1.630000
2021-04-28,1.630000
2021-04-29,1.650000
2021-04-30,1.650000
2021-05-03,1.630000
2021-05-04,1.610000
2021-05-05,1.590000
2021-05-06,1.580000
2021-05-07,1.600000
2021-05-10,1.630000
2021-05-11,1.640000
2021-05-12,1.690000
2021-05-13,1.660000
2021-05-14,1.630000
2021-05-17,1.640000
2021-05-18,1.640000
2021-05-19,1.680000
2021-05-20,1.630000
2021-05-21,1.630000
2021-05-24,1.610000
2021-05-25,1.560000
2021-05-26,1.580000
2021-05-27,1.610000
2021-05-28,1.580000
2021-05-31,
2021-06-01,1.620000
2021-06-02,1.590000
2021-06-03,1.630000
2021-06-04,1.560000
2021-06-07,1.570000
2021-06-08,1.530000
2021-06-09,1.500000
2021-06-10,1.450000
2021-06-11,1.470000
2021-06-14,1.510000
2021-06-15,1.510000
2021-06-16,1.570000
2021-06-17,1.520000
2021-06-18,1.450000
2021-06-21,1.500000
2021-06-22,1.480000
2021-06-23,1.500000
2021-06-24,1.490000
2021-06-25,1.540000
2021-06-28,1.490000
2021-06-29,1.490000
2021-06-30,1.450000
2021-07-01,1.480000
2021-07-02,1.440000
2021-07-05,
2021-07-06,1.370000
2021-07-07,1.330000
2021-07-08,1.300000
2021-07-09,1.370000
2021-07-12,1.380000
2021-07-13,1.420000
2021-07-14,1.370000
2021-07-15,1.310000
2021-07-16,1.310000
2021-07-19,1.190000
2021-07-20,1.230000
2021-07-21,1.300000
2021-07-22,1.270000
2021-07-23,1.300000
2021-07-26,1.290000
2021-07-27,1.250000
2021-07-28,1.260000
2021-07-29,1.280000
2021-07-30,1.240000
2021-08-02,1.200000
2021-08-03,1.190000
2021-08-04,1.190000
2021-08-05,1.230000
2021-08-06,1.310000
2021-08-09,1.330000
2021-08-10,1.360000
2021-08-11,1.350000
2021-08-12,1.360000
2021-08-13,1.290000
2021-08-16,1.260000
