Date,UNRATE
2025-01-01,4.000000
2025-02-01,4.200000
2025-03-01,4.200000
2025-04-01,4.200000
2025-05-01,4.300000
2025-06-01,4.100000
2025-07-01,4.300000
2025-08-01,4.300000
2025-09-01,4.400000
2025-10-01,4.500000
2025-11-01,4.500000
2025-12-01,4.400000
