Date,BAMLH0A0HYM2
2025-01-01,2.880000
2025-01-02,2.880000
2025-01-03,2.810000
2025-01-06,2.760000
2025-01-07,2.790000
2025-01-08,2.840000
2025-01-09,2.820000
2025-01-10,2.810000
2025-01-13,2.850000
2025-01-14,2.800000
2025-01-15,2.720000
2025-01-16,2.730000
2025-01-17,2.640000
2025-01-20,2.640000
2025-01-21,2.610000
2025-01-22,2.590000
2025-01-23,2.610000
2025-01-24,2.600000
2025-01-27,2.660000
2025-01-28,2.660000
2025-01-29,2.680000
2025-01-30,2.670000
2025-01-31,2.680000
2025-02-03,2.730000
2025-02-04,2.710000
2025-02-05,2.690000
2025-02-06,2.660000
2025-02-07,2.670000
2025-02-10,2.660000
2025-02-11,2.660000
2025-02-12,2.650000
2025-02-13,2.650000
2025-02-14,2.620000
2025-02-17,2.620000
2025-02-18,2.620000
2025-02-19,2.680000
2025-02-20,2.660000
2025-02-21,2.780000
2025-02-24,2.780000
2025-02-25,2.840000
2025-02-26,2.810000
2025-02-27,2.810000
2025-02-28,2.870000
2025-03-03,2.940000
2025-03-04,2.990000
2025-03-05,2.880000
2025-03-06,2.990000
2025-03-07,2.970000
2025-03-10,3.160000
2025-03-11,3.220000
2025-03-12,3.200000
2025-03-13,3.400000
2025-03-14,3.250000
2025-03-17,3.180000
2025-03-18,3.230000
2025-03-19,3.190000
2025-03-20,3.170000
2025-03-21,3.210000
2025-03-24,3.050000
2025-03-25,3.090000
2025-03-26,3.190000
2025-03-27,3.270000
2025-03-28,3.470000
2025-03-31,3.550000
2025-04-01,3.500000
2025-04-02,3.420000
2025-04-03,4.010000
2025-04-04,4.450000
2025-04-07,4.610000
2025-04-08,4.570000
2025-04-09,4.370000
2025-04-10,4.420000
2025-04-11,4.260000
2025-04-14,4.140000
2025-04-15,4.090000
2025-04-16,4.160000
2025-04-17,4.020000
2025-04-18,4.160000
2025-04-21,4.160000
2025-04-22,3.990000
2025-04-23,3.750000
2025-04-24,3.730000
2025-04-25,3.670000
2025-04-28,3.730000
2025-04-29,3.740000
2025-04-30,3.940000
2025-05-01,3.780000
2025-05-02,3.600000
2025-05-05,3.600000
2025-05-06,3.660000
2025-05-07,3.670000
2025-05-08,3.510000
2025-05-09,3.530000
2025-05-12,3.150000
2025-05-13,3.090000
2025-05-14,3.100000
2025-05-15,3.200000
2025-05-16,3.160000
2025-05-19,3.210000
2025-05-20,3.200000
2025-05-21,3.250000
2025-05-22,3.320000
2025-05-23,3.400000
2025-05-26,3.400000
2025-05-27,3.240000
2025-05-28,3.230000
2025-05-29,3.220000
2025-05-30,3.310000
2025-05-31,3.320000
2025-06-02,3.270000
2025-06-03,3.190000
2025-06-04,3.230000
2025-06-05,3.180000
2025-06-06,3.090000
2025-06-09,3.120000
2025-06-10,3.120000
2025-06-11,3.120000
2025-06-12,3.170000
2025-06-13,3.180000
2025-06-16,3.100000
2025-06-17,3.170000
2025-06-18,3.160000
2025-06-19,3.160000
2025-06-20,3.130000
2025-06-23,3.120000
2025-06-24,3.060000
2025-06-25,3.040000
2025-06-26,3.040000
