Date,DGS5
2020-01-01,1.670000
2020-01-02,1.670000
2020-01-03,1.590000
2020-01-06,1.610000
2020-01-07,1.620000
2020-01-08,1.670000
2020-01-09,1.650000
2020-01-10,1.630000
2020-01-13,1.650000
2020-01-14,1.630000
2020-01-15,1.600000
2020-01-16,1.630000
2020-01-17,1.630000
2020-01-20,1.570000
2020-01-21,1.570000
2020-01-22,1.570000
2020-01-23,1.550000
2020-01-24,1.510000
2020-01-27,1.440000
2020-01-28,1.470000
2020-01-29,1.410000
2020-01-30,1.390000
2020-01-31,1.320000
2020-02-03,1.350000
2020-02-04,1.420000
2020-02-05,1.460000
2020-02-06,1.450000
2020-02-07,1.410000
2020-02-10,1.380000
2020-02-11,1.400000
2020-02-12,1.450000
2020-02-13,1.430000
2020-02-14,1.420000
2020-02-17,1.390000
2020-02-18,1.390000
2020-02-19,1.410000
2020-02-20,1.370000
2020-02-21,1.300000
2020-02-24,1.210000
2020-02-25,1.160000
2020-02-26,1.140000
2020-02-27,1.110000
2020-02-28,0.890000
2020-03-02,0.880000
2020-03-03,0.770000
2020-03-04,0.750000
2020-03-05,0.670000
2020-03-06,0.580000
2020-03-09,0.460000
2020-03-10,0.630000
2020-03-11,0.660000
2020-03-12,0.660000
2020-03-13,0.700000
2020-03-16,0.490000
2020-03-17,0.660000
2020-03-18,0.790000
2020-03-19,0.660000
2020-03-20,0.520000
2020-03-23,0.380000
2020-03-24,0.520000
2020-03-25,0.560000
2020-03-26,0.510000
2020-03-27,0.410000
2020-03-30,0.390000
2020-03-31,0.370000
2020-04-01,0.370000
2020-04-02,0.390000
2020-04-03,0.390000
2020-04-06,0.440000
2020-04-07,0.480000
2020-04-08,0.470000
2020-04-09,0.410000
2020-04-10,0.440000
2020-04-13,0.440000
2020-04-14,0.420000
2020-04-15,0.340000
2020-04-16,0.350000
2020-04-17,0.360000
2020-04-20,0.350000
2020-04-21,0.340000
2020-04-22,0.370000
2020-04-23,0.370000
2020-04-24,0.360000
2020-04-27,0.410000
2020-04-28,0.370000
2020-04-29,0.360000
2020-04-30,0.360000
2020-05-01,0.360000
2020-05-04,0.360000
2020-05-05,0.360000
2020-05-06,0.370000
2020-05-07,0.290000
2020-05-08,0.330000
2020-05-11,0.360000
2020-05-12,0.340000
2020-05-13,0.310000
2020-05-14,0.310000
2020-05-15,0.310000
2020-05-18,0.380000
2020-05-19,0.350000
2020-05-20,0.340000
2020-05-21,0.350000
2020-05-22,0.340000
2020-05-25,0.350000
2020-05-26,0.350000
2020-05-27,0.340000
2020-05-28,0.340000
2020-05-29,0.300000
2020-06-01,0.310000
2020-06-02,0.320000
2020-06-03,0.380000
2020-06-04,0.400000
2020-06-05,0.470000
2020-06-08,0.450000
2020-06-09,0.400000
2020-06-10,0.330000
2020-06-11,0.320000
2020-06-12,0.330000
