Date,CPIAUCSL
2020-01-01,259.127000
2020-02-01,259.250000
2020-03-01,258.076000
2020-04-01,256.032000
2020-05-01,255.802000
2020-06-01,257.042000
2020-07-01,258.352000
2020-08-01,259.316000
2020-09-01,259.997000
2020-10-01,260.319000
2020-11-01,260.911000
2020-12-01,262.045000
